# SVG 검수 판정 집계 — scripts/qa/collect-svg-verdicts.mjs 가 만든다. 손으로 고치지 말 것.
# 판정 원본: C:\Users\user\AppData\Local\Temp\claude\C--Creative-testautocreator\514755a6-ad9e-4e2a-882d-210afa7581c6\scratchpad\codex검수 (세션 임시 폴더 — 지워질 수 있다. 이 파일이 사본이다)
# sheet	judge	pair	verdict	note
0163	codex-1	0715	OK	
0163	codex-1	0734	OK	
0163	codex-1	0890	OK	
0163	gemini	0199	OK	
0163	gemini	0332	OK	
0163	gemini	0550	OK	
0163	gemini	0715	OK	
0163	gemini	0734	OK	
0163	gemini	0890	OK	
0164	antigravity	0236	OK	
0164	antigravity	0513	OK	
0164	antigravity	0567	OK	
0164	antigravity	0771	OK	
0164	antigravity	0794	OK	
0164	antigravity	1361	OK	
0164	codex-1	0236	OK	
0164	codex-1	0513	OK	
0164	codex-1	0567	OK	
0164	codex-1	0771	OK	
0164	codex-1	0794	OK	
0164	codex-1	1361	OK	
0164	gemini	0236	OK	
0164	gemini	0513	OK	
0164	gemini	0567	OK	
0164	gemini	0771	OK	
0164	gemini	0794	OK	
0164	gemini	1361	OK	
0165	antigravity	0057	OK	
0165	antigravity	0488	OK	
0165	antigravity	0753	OK	
0165	antigravity	0930	OK	
0165	antigravity	0947	OK	
0165	antigravity	1561	OK	
0165	codex-1	0057	OK	
0165	codex-1	0488	OK	
0165	codex-1	0753	OK	
0165	codex-1	0930	OK	
0165	codex-1	0947	OK	
0165	codex-1	1561	OK	
0165	gemini-3.1pro	0057	결함	x=-1에서 곡선으로 이어지는 세로 점선이 빠졌다.
0165	gemini-3.1pro	0488	OK	
0165	gemini-3.1pro	0753	OK	
0165	gemini-3.1pro	0930	OK	
0165	gemini-3.1pro	0947	OK	
0165	gemini-3.1pro	1561	OK	
0166	antigravity	0456	OK	
0166	antigravity	0484	OK	
0166	antigravity	0516	OK	
0166	antigravity	0671	OK	
0166	antigravity	1030	OK	
0166	antigravity	1511	OK	
0166	codex-1	0456	OK	
0166	codex-1	0484	OK	
0166	codex-1	0516	OK	
0166	codex-1	0671	OK	
0166	codex-1	1030	OK	
0166	codex-1	1511	OK	
0167	antigravity	0160	OK	
0167	antigravity	0198	OK	
0167	antigravity	0356	OK	
0167	antigravity	0892	OK	
0167	antigravity	0913	OK	
0167	antigravity	1197	OK	
0167	codex-1	0160	OK	
0167	codex-1	0198	OK	
0167	codex-1	0356	OK	
0167	codex-1	0892	OK	
0167	codex-1	0913	OK	
0167	codex-1	1197	OK	
0168	antigravity	0327	OK	
0168	antigravity	0543	OK	
0168	antigravity	0620	OK	
0168	antigravity	0632	OK	
0168	antigravity	1363	OK	
0168	antigravity	1544	OK	
0168	codex-1	0327	OK	
0168	codex-1	0543	OK	
0168	codex-1	0620	OK	
0168	codex-1	0632	OK	
0168	codex-1	1363	OK	
0168	codex-1	1544	OK	
0169	antigravity	0572	OK	
0169	antigravity	0867	OK	
0169	antigravity	0932	OK	
0169	antigravity	1083	OK	
0169	antigravity	1264	OK	
0169	antigravity	1413	OK	
0169	codex-1	0572	OK	
0169	codex-1	0867	OK	
0169	codex-1	0932	OK	
0169	codex-1	1083	OK	
0169	codex-1	1264	OK	
0169	codex-1	1413	OK	
0170	antigravity	0144	OK	
0170	antigravity	0145	OK	
0170	antigravity	0276	OK	
0170	antigravity	0404	OK	
0170	antigravity	0463	OK	
0170	antigravity	0768	OK	
0170	codex-1	0144	OK	
0170	codex-1	0145	OK	
0170	codex-1	0276	OK	
0170	codex-1	0404	OK	
0170	codex-1	0463	OK	
0170	codex-1	0768	OK	
0171	antigravity	0101	OK	
0171	antigravity	0116	OK	
0171	antigravity	1037	OK	
0171	antigravity	1042	OK	
0171	antigravity	1411	OK	
0171	antigravity	1509	OK	
0171	codex-1	0101	OK	
0171	codex-1	0116	OK	
0171	codex-1	1037	OK	
0171	codex-1	1042	OK	
0171	codex-1	1411	OK	
0171	codex-1	1509	OK	
0172	antigravity	0301	OK	
0172	antigravity	0741	OK	
0172	antigravity	0822	OK	
0172	antigravity	0973	OK	
0172	antigravity	1009	OK	
0172	antigravity	1081	OK	
0172	codex-1	0301	OK	
0172	codex-1	0741	OK	
0172	codex-1	0822	OK	
0172	codex-1	0973	OK	
0172	codex-1	1009	OK	
0172	codex-1	1081	OK	
0173	agy-o	0175	OK	
0173	agy-o	1051	OK	
0173	agy-o	1093	OK	
0173	agy-o	1145	OK	
0173	agy-o	1283	OK	
0173	agy-o	1386	OK	
0173	codex-1	0175	OK	
0173	codex-1	1051	OK	
0173	codex-1	1093	OK	
0173	codex-1	1145	OK	
0173	codex-1	1283	OK	
0173	codex-1	1386	OK	
0173	codex-2	0175	OK	
0173	codex-2	1051	OK	
0173	codex-2	1093	OK	
0173	codex-2	1145	OK	
0173	codex-2	1283	OK	
0173	codex-2	1386	OK	
0173	gemini	0175	OK	
0173	gemini	1051	OK	
0173	gemini	1093	OK	
0173	gemini	1145	OK	
0173	gemini	1283	결함	[3장]에서 가운데 카드와 오른쪽 카드 사이의 퍼즐 이음매(요철)가 빠졌다
0173	gemini	1386	OK	
0174	antigravity	0189	OK	
0174	antigravity	0379	OK	
0174	antigravity	0522	OK	
0174	antigravity	1337	OK	
0174	antigravity	1356	OK	
0174	antigravity	1443	OK	
0174	codex-1	0189	OK	
0174	codex-1	0379	OK	
0174	codex-1	0522	OK	
0174	codex-1	1337	OK	
0174	codex-1	1356	OK	
0174	codex-1	1443	OK	
0175	antigravity	0083	OK	
0175	antigravity	0092	OK	
0175	antigravity	0349	OK	
0175	antigravity	0608	OK	
0175	antigravity	1174	OK	
0175	antigravity	1521	OK	
0175	codex-1	0083	OK	
0175	codex-1	0092	OK	
0175	codex-1	0349	OK	
0175	codex-1	0608	OK	
0175	codex-1	1174	OK	
0175	codex-1	1521	OK	
0176	antigravity	0205	OK	
0176	antigravity	0233	OK	
0176	antigravity	0300	OK	
0176	antigravity	0857	OK	
0176	antigravity	0909	OK	
0176	antigravity	1022	OK	
0176	codex-1	0205	OK	
0176	codex-1	0233	OK	
0176	codex-1	0300	OK	
0176	codex-1	0857	OK	
0176	codex-1	0909	OK	
0176	codex-1	1022	OK	
0177	antigravity	0401	OK	
0177	antigravity	0559	OK	
0177	antigravity	0681	OK	
0177	antigravity	0775	OK	
0177	antigravity	1157	OK	
0177	antigravity	1316	OK	
0177	codex-1	0401	OK	
0177	codex-1	0559	OK	
0177	codex-1	0681	OK	
0177	codex-1	0775	OK	
0177	codex-1	1157	OK	
0177	codex-1	1316	OK	
0178	antigravity	0095	OK	
0178	antigravity	0112	OK	
0178	antigravity	0703	OK	
0178	antigravity	1079	OK	
0178	antigravity	1255	OK	
0178	antigravity	1537	OK	
0178	codex-1	0095	OK	
0178	codex-1	0112	OK	
0178	codex-1	0703	OK	
0178	codex-1	1079	OK	
0178	codex-1	1255	OK	
0178	codex-1	1537	OK	
0179	antigravity	0085	OK	
0179	antigravity	0490	OK	
0179	antigravity	0803	OK	
0179	antigravity	1129	결함	C에 직각 기호 추가됨
0179	antigravity	1329	OK	
0179	antigravity	1396	OK	
0179	codex-1	0085	OK	
0179	codex-1	0490	OK	
0179	codex-1	0803	OK	
0179	codex-1	1129	OK	
0179	codex-1	1329	OK	
0179	codex-1	1396	OK	
0180	codex-1	0431	OK	
0180	codex-1	0545	OK	
0180	codex-1	0635	OK	
0180	codex-1	0850	OK	
0180	codex-1	1499	OK	
0180	codex-1	1573	OK	
0180	gemini	0431	OK	
0180	gemini	0545	OK	
0180	gemini	0635	OK	
0180	gemini	0850	OK	
0180	gemini	1499	OK	
0180	gemini	1573	OK	
0181	antigravity	0325	OK	
0181	antigravity	0524	OK	
0181	antigravity	0588	OK	
0181	antigravity	0599	OK	
0181	antigravity	0726	OK	
0181	antigravity	1320	OK	
0181	codex-1	0325	OK	
0181	codex-1	0524	OK	
0181	codex-1	0588	OK	
0181	codex-1	0599	OK	
0181	codex-1	0726	OK	
0181	codex-1	1320	OK	
0182	antigravity	0143	OK	
0182	antigravity	0322	OK	
0182	antigravity	0483	OK	
0182	antigravity	0547	OK	
0182	antigravity	0920	OK	
0182	antigravity	1557	OK	
0182	codex-1	0143	OK	
0182	codex-1	0322	OK	
0182	codex-1	0483	OK	
0182	codex-1	0547	OK	
0182	codex-1	0920	OK	
0182	codex-1	1557	OK	
0183	antigravity	0005	OK	
0183	antigravity	0128	OK	
0183	antigravity	0222	OK	
0183	antigravity	0882	OK	
0183	antigravity	1149	OK	
0183	antigravity	1514	OK	
0183	codex-1	0005	OK	
0183	codex-1	0128	OK	
0183	codex-1	0222	OK	
0183	codex-1	0882	OK	
0183	codex-1	1149	OK	
0183	codex-1	1514	OK	
0184	antigravity	0142	OK	
0184	antigravity	0346	OK	
0184	antigravity	0817	OK	
0184	antigravity	1028	OK	
0184	antigravity	1029	OK	
0184	antigravity	1118	OK	
0184	codex-1	0142	OK	
0184	codex-1	0346	OK	
0184	codex-1	0817	OK	
0184	codex-1	1028	OK	
0184	codex-1	1029	OK	
0184	codex-1	1118	OK	
0185	antigravity	0444	OK	
0185	antigravity	0800	OK	
0185	antigravity	0851	OK	
0185	antigravity	0970	OK	
0185	antigravity	1212	OK	
0185	antigravity	1455	OK	
0185	codex-1	0444	OK	
0185	codex-1	0800	OK	
0185	codex-1	0851	OK	
0185	codex-1	0970	OK	
0185	codex-1	1212	OK	
0185	codex-1	1455	OK	
0186	antigravity	0008	OK	
0186	antigravity	0054	OK	
0186	antigravity	0343	OK	
0186	antigravity	0853	OK	
0186	antigravity	1192	OK	
0186	antigravity	1475	OK	
0186	codex-1	0008	OK	
0186	codex-1	0054	OK	
0186	codex-1	0343	OK	
0186	codex-1	0853	OK	
0186	codex-1	1192	OK	
0186	codex-1	1475	OK	
0186	gemini	0008	OK	
0186	gemini	0054	OK	
0186	gemini	0343	OK	
0186	gemini	0853	결함	y축 1/2에서 꼭짓점으로 이어지는 가로선이 빠졌다
0186	gemini	1192	OK	
0186	gemini	1475	OK	
0187	agy-o	0302	OK	
0187	agy-o	0412	OK	
0187	agy-o	0480	OK	
0187	agy-o	0581	OK	
0187	agy-o	1481	OK	
0187	agy-o	1568	OK	
0187	codex-1	0302	OK	
0187	codex-1	0412	OK	
0187	codex-1	0480	결함	피라미드의 갈색·황토색 면에 있던 벽돌무늬 해칭이 빠졌다
0187	codex-1	0581	OK	
0187	codex-1	1481	OK	
0187	codex-1	1568	OK	
0187	codex-2	0302	OK	
0187	codex-2	0412	OK	
0187	codex-2	0480	결함	래스터에는 갈색 면 안쪽의 벽돌·격자 해칭 무늬가 있는데 SVG에는 없다
0187	codex-2	0581	OK	
0187	codex-2	1481	OK	
0187	codex-2	1568	OK	
0187	gemini	0302	OK	
0187	gemini	0412	OK	
0187	gemini	0480	결함	피라미드 오른쪽 면의 벽돌 무늬가 빠졌다
0187	gemini	0581	OK	
0187	gemini	1481	OK	
0187	gemini	1568	OK	
0188	antigravity	0048	OK	
0188	antigravity	0388	OK	
0188	antigravity	0493	OK	
0188	antigravity	0527	OK	
0188	antigravity	0554	OK	
0188	antigravity	0847	OK	
0188	codex-1	0048	OK	
0188	codex-1	0388	OK	
0188	codex-1	0493	OK	
0188	codex-1	0527	OK	
0188	codex-1	0554	OK	
0188	codex-1	0847	OK	
0189	antigravity	0111	OK	
0189	antigravity	0234	OK	
0189	antigravity	0414	OK	
0189	antigravity	0462	OK	
0189	antigravity	0525	OK	
0189	antigravity	0765	OK	
0189	codex-1	0111	OK	
0189	codex-1	0234	OK	
0189	codex-1	0414	OK	
0189	codex-1	0462	OK	
0189	codex-1	0525	OK	
0189	codex-1	0765	OK	
0190	antigravity	0063	OK	
0190	antigravity	0195	OK	
0190	antigravity	0303	OK	
0190	antigravity	0555	OK	
0190	antigravity	1336	OK	
0190	antigravity	1404	OK	
0190	codex-1	0063	OK	
0190	codex-1	0195	OK	
0190	codex-1	0303	OK	
0190	codex-1	0555	OK	
0190	codex-1	1336	OK	
0190	codex-1	1404	OK	
0191	antigravity	0014	OK	
0191	antigravity	0165	OK	
0191	antigravity	0626	OK	
0191	antigravity	0788	OK	
0191	antigravity	0954	OK	
0191	antigravity	1070	OK	
0191	codex-1	0014	OK	
0191	codex-1	0165	OK	
0191	codex-1	0626	OK	
0191	codex-1	0788	OK	
0191	codex-1	0954	OK	
0191	codex-1	1070	OK	
0192	antigravity	0181	OK	
0192	antigravity	0304	OK	
0192	antigravity	0757	OK	
0192	antigravity	0997	OK	
0192	antigravity	1312	OK	
0192	antigravity	1418	OK	
0192	codex-1	0181	OK	
0192	codex-1	0304	OK	
0192	codex-1	0757	OK	
0192	codex-1	0997	OK	
0192	codex-1	1312	OK	
0192	codex-1	1418	OK	
0193	antigravity	0129	OK	
0193	antigravity	0178	OK	
0193	antigravity	0209	OK	
0193	antigravity	0935	OK	
0193	antigravity	0968	OK	
0193	antigravity	1414	OK	
0193	codex-1	0129	OK	
0193	codex-1	0178	OK	
0193	codex-1	0209	OK	
0193	codex-1	0935	OK	
0193	codex-1	0968	OK	
0193	codex-1	1414	OK	
0193	gemini	0129	OK	
0193	gemini	0178	OK	
0193	gemini	0209	OK	
0193	gemini	0935	OK	
0193	gemini	0968	OK	
0193	gemini	1414	OK	
0194	antigravity	0148	OK	
0194	antigravity	0240	OK	
0194	antigravity	0568	OK	
0194	antigravity	0680	OK	
0194	antigravity	1165	OK	
0194	antigravity	1176	OK	
0194	codex-1	0148	OK	
0194	codex-1	0240	OK	
0194	codex-1	0568	OK	
0194	codex-1	0680	OK	
0194	codex-1	1165	OK	
0194	codex-1	1176	OK	
0194	gemini	0148	OK	
0194	gemini	0240	OK	
0194	gemini	0568	OK	
0194	gemini	0680	OK	
0194	gemini	1165	OK	
0194	gemini	1176	OK	
0195	antigravity	0110	OK	
0195	antigravity	0238	OK	
0195	antigravity	0631	OK	
0195	antigravity	0885	OK	
0195	antigravity	1015	OK	
0195	antigravity	1200	OK	
0195	codex-1	0110	OK	
0195	codex-1	0238	OK	
0195	codex-1	0631	OK	
0195	codex-1	0885	OK	
0195	codex-1	1015	OK	
0195	codex-1	1200	OK	
0195	gemini	0110	OK	
0195	gemini	0238	결함	내접원의 흰색 칠이 빠졌다
0195	gemini	0631	결함	삼각형 ADE의 빗금(해칭)이 빠졌다
0195	gemini	0885	OK	
0195	gemini	1015	OK	
0195	gemini	1200	결함	선분 BD가 빠졌다
0196	antigravity	0569	OK	
0196	antigravity	0606	OK	
0196	antigravity	0749	OK	
0196	antigravity	0763	OK	
0196	antigravity	1100	OK	
0196	antigravity	1240	OK	
0196	codex-1	0569	OK	
0196	codex-1	0606	OK	
0196	codex-1	0749	OK	
0196	codex-1	0763	OK	
0196	codex-1	1100	OK	
0196	codex-1	1240	OK	
0196	gemini	0569	OK	
0196	gemini	0606	OK	
0196	gemini	0749	OK	
0196	gemini	0763	결함	선분 MC가 래스터에서는 실선인데 SVG에서는 점선으로 그려짐
0196	gemini	1100	OK	
0196	gemini	1240	OK	
0197	antigravity	0120	OK	
0197	antigravity	0249	OK	
0197	antigravity	0781	OK	
0197	antigravity	0905	OK	
0197	antigravity	1038	OK	
0197	antigravity	1550	OK	
0197	codex-1	0120	OK	
0197	codex-1	0249	OK	
0197	codex-1	0781	OK	
0197	codex-1	0905	OK	
0197	codex-1	1038	OK	
0197	codex-1	1550	OK	
0197	gemini	0120	OK	
0197	gemini	0249	OK	
0197	gemini	0781	OK	
0197	gemini	0905	결함	50도 각도 호에 화살표 머리가 빠졌다
0197	gemini	1038	OK	
0197	gemini	1550	결함	부채꼴의 두 직선(반지름) 테두리 선이 빠졌다
0198	antigravity	0162	OK	
0198	antigravity	0184	OK	
0198	antigravity	0390	OK	
0198	antigravity	0660	OK	
0198	antigravity	0730	OK	
0198	antigravity	0938	OK	
0198	codex-1	0162	OK	
0198	codex-1	0184	OK	
0198	codex-1	0390	OK	
0198	codex-1	0660	OK	
0198	codex-1	0730	OK	
0198	codex-1	0938	OK	
0198	gemini	0162	OK	
0198	gemini	0184	OK	
0198	gemini	0390	OK	
0198	gemini	0660	OK	
0198	gemini	0730	OK	
0198	gemini	0938	결함	분홍색 곡선의 화살표 머리가 빠졌다
0199	antigravity	0013	결함	선분 DA, AB의 눈금 표시 변조됨 (1줄->2줄)
0199	antigravity	0152	OK	
0199	antigravity	0393	OK	
0199	antigravity	0696	OK	
0199	antigravity	1168	OK	
0199	antigravity	1377	OK	
0199	codex-1	0013	OK	
0199	codex-1	0152	OK	
0199	codex-1	0393	OK	
0199	codex-1	0696	OK	
0199	codex-1	1168	OK	
0199	codex-1	1377	OK	
0199	gemini	0013	OK	
0199	gemini	0152	OK	
0199	gemini	0393	OK	
0199	gemini	0696	OK	
0199	gemini	1168	결함	점 D의 직각 표시가 빠졌다
0199	gemini	1377	OK	
0200	codex-1	0100	OK	
0200	codex-1	0344	OK	
0200	codex-1	1025	OK	
0200	codex-1	1134	OK	
0200	codex-1	1367	OK	
0200	codex-1	1432	OK	
0200	gemini	0100	OK	
0200	gemini	0344	OK	
0200	gemini	1025	OK	
0200	gemini	1134	OK	
0200	gemini	1367	OK	
0200	gemini	1432	OK	
0201	codex-1	0684	OK	
0201	codex-1	1147	OK	
0201	codex-1	1202	OK	
0201	codex-1	1271	OK	
0201	codex-1	1282	OK	
0201	codex-1	1360	OK	
0201	gemini	0684	OK	
0201	gemini	1147	OK	
0201	gemini	1202	결함	60도 각도를 표시하는 호(곡선)가 빠졌다.
0201	gemini	1271	OK	
0201	gemini	1282	OK	
0201	gemini	1360	OK	
0202	codex-1	0251	OK	
0202	codex-1	0553	OK	
0202	codex-1	0579	OK	
0202	codex-1	1214	OK	
0202	codex-1	1292	OK	
0202	codex-1	1528	OK	
0202	gemini	0251	OK	
0202	gemini	0553	결함	선분 BF와 FC의 길이 표시 눈금 개수가 서로 뒤바뀜
0202	gemini	0579	OK	
0202	gemini	1214	OK	
0202	gemini	1292	OK	
0202	gemini	1528	OK	
0203	codex-1	0074	OK	
0203	codex-1	0428	OK	
0203	codex-1	0712	OK	
0203	codex-1	0725	OK	
0203	codex-1	0811	OK	
0203	codex-1	0848	OK	
0203	gemini	0074	OK	
0203	gemini	0428	OK	
0203	gemini	0712	OK	
0203	gemini	0725	OK	
0203	gemini	0811	OK	
0203	gemini	0848	OK	
0204	codex-1	0809	OK	
0204	codex-1	0989	OK	
0204	codex-1	1069	OK	
0204	codex-1	1425	OK	
0204	codex-1	1430	OK	
0204	codex-1	1483	OK	
0204	gemini	0809	OK	
0204	gemini	0989	OK	
0204	gemini	1069	OK	
0204	gemini	1425	OK	
0204	gemini	1430	OK	
0204	gemini	1483	OK	
0205	codex-1	0433	OK	
0205	codex-1	0805	OK	
0205	codex-1	0988	OK	
0205	codex-1	1177	OK	
0205	codex-1	1205	OK	
0205	codex-1	1538	OK	
0205	gemini	0433	OK	
0205	gemini	0805	OK	
0205	gemini	0988	결함	조건 상자의 테두리 선이 빠졌다
0205	gemini	1177	OK	
0205	gemini	1205	OK	
0205	gemini	1538	OK	
0206	codex-1	0400	OK	
0206	codex-1	0564	OK	
0206	codex-1	0804	OK	
0206	codex-1	1250	OK	
0206	codex-1	1303	OK	
0206	codex-1	1318	OK	
0206	gemini	0400	OK	
0206	gemini	0564	결함	상자의 왼쪽 테두리 선이 빠졌다
0206	gemini	0804	OK	
0206	gemini	1250	OK	
0206	gemini	1303	OK	
0206	gemini	1318	OK	
0207	codex-1	0067	OK	
0207	codex-1	0191	OK	
0207	codex-1	0512	OK	
0207	codex-1	0689	OK	
0207	codex-1	0986	OK	
0207	codex-1	1428	OK	
0207	gemini	0067	OK	
0207	gemini	0191	OK	
0207	gemini	0512	OK	
0207	gemini	0689	결함	18cm 길이를 나타내는 점선 호가 빠졌다
0207	gemini	0986	OK	
0207	gemini	1428	OK	
0208	codex-1	0535	OK	
0208	codex-1	0896	OK	
0208	codex-1	1024	OK	
0208	codex-1	1135	OK	
0208	codex-1	1374	OK	
0208	codex-1	1542	OK	
0208	gemini	0535	OK	
0208	gemini	0896	OK	
0208	gemini	1024	OK	
0208	gemini	1135	OK	
0208	gemini	1374	OK	
0208	gemini	1542	OK	
0209	codex-1	0481	OK	
0209	codex-1	0491	OK	
0209	codex-1	0819	OK	
0209	codex-1	1218	OK	
0209	codex-1	1395	OK	
0209	codex-1	1547	OK	
0209	gemini	0481	OK	
0209	gemini	0491	OK	
0209	gemini	0819	결함	파란색 직사각형 안의 가로 점선이 빠졌다
0209	gemini	1218	OK	
0209	gemini	1395	OK	
0209	gemini	1547	결함	선분 BF의 화살표가 빠졌다
0210	codex-1	0201	OK	
0210	codex-1	0381	OK	
0210	codex-1	1047	OK	
0210	codex-1	1104	OK	
0210	codex-1	1189	OK	
0210	codex-1	1241	OK	
0210	gemini	0201	결함	데이터 점이 잘못 찍혔다 (x=100 점이 빠짐)
0210	gemini	0381	OK	
0210	gemini	1047	결함	오른쪽의 말줄임표(...)가 빠졌다
0210	gemini	1104	OK	
0210	gemini	1189	OK	
0210	gemini	1241	OK	
0211	codex-1	0049	OK	
0211	codex-1	0627	OK	
0211	codex-1	0702	OK	
0211	codex-1	1075	OK	
0211	codex-1	1087	OK	
0211	codex-1	1461	OK	
0211	gemini	0049	결함	아래 그래프 x축의 '-1/2'에서 음수 기호가 빠졌다
0211	gemini	0627	OK	
0211	gemini	0702	OK	
0211	gemini	1075	결함	삼각형 AOD의 칠(채움)이 빠졌다
0211	gemini	1087	OK	
0211	gemini	1461	OK	
0212	codex-1	0042	OK	
0212	codex-1	0506	OK	
0212	codex-1	0871	OK	
0212	codex-1	0875	OK	
0212	codex-1	1439	OK	
0212	codex-1	1450	OK	
0212	gemini	0042	OK	
0212	gemini	0506	OK	
0212	gemini	0871	OK	
0212	gemini	0875	OK	
0212	gemini	1439	OK	
0212	gemini	1450	결함	각 A의 점이 빠졌다
0213	codex-1	0335	OK	
0213	codex-1	0666	OK	
0213	codex-1	0860	OK	
0213	codex-1	1001	OK	
0213	codex-1	1442	OK	
0213	codex-1	1459	OK	
0213	gemini	0335	OK	
0213	gemini	0666	OK	
0213	gemini	0860	결함	네 모서리 빈 공간(잘라낸 부분)에 있던 세로 점선 4개가 빠졌다
0213	gemini	1001	OK	
0213	gemini	1442	OK	
0213	gemini	1459	OK	
0214	codex-1	0439	OK	
0214	codex-1	0976	OK	
0214	codex-1	1012	OK	
0214	codex-1	1210	OK	
0214	codex-1	1451	OK	
0214	codex-1	1533	OK	
0214	gemini	0439	OK	
0214	gemini	0976	OK	
0214	gemini	1012	OK	
0214	gemini	1210	OK	
0214	gemini	1451	OK	
0214	gemini	1533	OK	
0215	codex-1	0155	OK	
0215	codex-1	0460	OK	
0215	codex-1	0977	OK	
0215	codex-1	1185	OK	
0215	codex-1	1268	OK	
0215	codex-1	1435	OK	
0215	gemini	0155	OK	
0215	gemini	0460	결함	위쪽과 왼쪽 사각형에 파란색 칠이 빠졌다.
0215	gemini	0977	OK	
0215	gemini	1185	OK	
0215	gemini	1268	OK	
0215	gemini	1435	OK	
0216	codex-1	0266	OK	
0216	codex-1	0472	OK	
0216	codex-1	0844	OK	
0216	codex-1	1060	OK	
0216	codex-1	1235	OK	
0216	codex-1	1248	OK	
0216	gemini	0266	OK	
0216	gemini	0472	OK	
0216	gemini	0844	OK	
0216	gemini	1060	OK	
0216	gemini	1235	OK	
0216	gemini	1248	OK	
0217	codex-1	0402	OK	
0217	codex-1	0429	OK	
0217	codex-1	0759	OK	
0217	codex-1	1199	OK	
0217	codex-1	1324	OK	
0217	codex-1	1474	OK	
0217	gemini	0402	OK	
0217	gemini	0429	OK	
0217	gemini	0759	OK	
0217	gemini	1199	OK	
0217	gemini	1324	OK	
0217	gemini	1474	결함	A 반 상자 안에 세로선이 빠졌다
0218	codex-1	0269	OK	
0218	codex-1	0331	OK	
0218	codex-1	1222	OK	
0218	codex-1	1285	OK	
0218	codex-1	1328	OK	
0218	codex-1	1531	OK	
0218	gemini	0269	OK	
0218	gemini	0331	OK	
0218	gemini	1222	OK	
0218	gemini	1285	OK	
0218	gemini	1328	OK	
0218	gemini	1531	OK	
0219	codex-1	0056	OK	
0219	codex-1	0146	OK	
0219	codex-1	0465	OK	
0219	codex-1	0823	OK	
0219	codex-1	0922	OK	
0219	codex-1	1014	OK	
0219	gemini	0056	결함	직사각형 내부가 칠해져 있다
0219	gemini	0146	OK	
0219	gemini	0465	OK	
0219	gemini	0823	OK	
0219	gemini	0922	OK	
0219	gemini	1014	OK	
0220	codex-1	0285	OK	
0220	codex-1	0364	OK	
0220	codex-1	0366	OK	
0220	codex-1	0716	OK	
0220	codex-1	0764	OK	
0220	codex-1	0787	OK	
0220	gemini	0285	결함	래스터는 원 내부에만 색칠이 있으나, SVG는 삼각형 ABI 영역까지 색칠되었다.
0220	gemini	0364	OK	
0220	gemini	0366	OK	
0220	gemini	0716	OK	
0220	gemini	0764	OK	
0220	gemini	0787	OK	
0221	codex-1	0211	OK	
0221	codex-1	0315	OK	
0221	codex-1	0339	OK	
0221	codex-1	0836	OK	
0221	codex-1	1276	OK	
0221	codex-1	1298	OK	
0221	gemini	0211	OK	
0221	gemini	0315	OK	
0221	gemini	0339	결함	선분 AB와 CD에 있던 같음 표시(눈금)가 빠지고 대각선 BD에 잘못 그려짐
0221	gemini	0836	OK	
0221	gemini	1276	OK	
0221	gemini	1298	OK	
0222	codex-1	0312	OK	
0222	codex-1	1003	OK	
0222	codex-1	1221	OK	
0222	codex-1	1223	OK	
0222	codex-1	1339	OK	
0222	codex-1	1392	OK	
0222	gemini	0312	OK	
0222	gemini	1003	OK	
0222	gemini	1221	OK	
0222	gemini	1223	결함	포물선 내부 곡선 영역의 칠이 빠지고 삼각형에만 칠해졌다
0222	gemini	1339	OK	
0222	gemini	1392	OK	
0223	codex-1	0126	OK	
0223	codex-1	0299	OK	
0223	codex-1	0755	OK	
0223	codex-1	1062	OK	
0223	codex-1	1291	OK	
0223	codex-1	1380	OK	
0223	gemini	0126	OK	
0223	gemini	0299	OK	
0223	gemini	0755	OK	
0223	gemini	1062	OK	
0223	gemini	1291	OK	
0223	gemini	1380	결함	내접원 중심에서 선분 AB로 내린 수선과 직각 표시가 빠졌다
0224	codex-1	0040	OK	
0224	codex-1	0306	OK	
0224	codex-1	0310	OK	
0224	codex-1	0392	OK	
0224	codex-1	1394	OK	
0224	codex-1	1566	OK	
0224	gemini	0040	OK	
0224	gemini	0306	OK	
0224	gemini	0310	OK	
0224	gemini	0392	결함	4cm, 6cm 선 끝의 화살표 머리가 빠졌다.
0224	gemini	1394	OK	
0224	gemini	1566	OK	
0225	codex-1	0058	OK	
0225	codex-1	0288	OK	
0225	codex-1	0872	OK	
0225	codex-1	0923	OK	
0225	codex-1	1099	OK	
0225	codex-1	1198	OK	
0225	gemini	0058	OK	
0225	gemini	0288	OK	
0225	gemini	0872	OK	
0225	gemini	0923	결함	대각선에 내린 점선의 끝부분에 있는 직각 표시 두 개가 빠졌다
0225	gemini	1099	OK	
0225	gemini	1198	OK	
0226	codex-1	0177	OK	
0226	codex-1	0501	OK	
0226	codex-1	0925	OK	
0226	codex-1	0940	OK	
0226	codex-1	0956	OK	
0226	codex-1	1217	OK	
0226	gemini	0177	결함	포물선이 원점을 지나지 않음
0226	gemini	0501	OK	
0226	gemini	0925	OK	
0226	gemini	0940	OK	
0226	gemini	0956	결함	중심 점 O의 칠(채움)이 빠져 빈 원이 됨
0226	gemini	1217	OK	
0227	codex-1	0018	OK	
0227	codex-1	0022	OK	
0227	codex-1	0779	OK	
0227	codex-1	0960	OK	
0227	codex-1	1021	OK	
0227	codex-1	1040	OK	
0227	gemini	0018	OK	
0227	gemini	0022	OK	
0227	gemini	0779	OK	
0227	gemini	0960	OK	
0227	gemini	1021	OK	
